feature_index,gain_importance,rank
2672,0.2044034,1
2211,0.017526483,2
2204,0.012312283,3
1674,0.01135284,4
2671,0.011039154,5
2665,0.009967951,6
1144,0.0067356564,7
2210,0.0065142564,8
2650,0.0059845573,9
2209,0.0031497423,10
2615,0.002527149,11
620,0.0024048153,12
2201,0.0023874575,13
1149,0.0023662227,14
91,0.0022675348,15
2207,0.001966999,16
2215,0.0017834549,17
1671,0.0017358949,18
2670,0.0017080664,19
2216,0.0016971693,20
3,0.001658233,21
2213,0.0016541675,22
2675,0.0016506504,23
2612,0.001612575,24
1680,0.0016125198,25
1151,0.0014945315,26
920,0.0014593834,27
88,0.0014522069,28
1593,0.0013885981,29
2082,0.001311899,30
300,0.0012752998,31
2610,0.0012444544,32
611,0.0011869653,33
1,0.0011529537,34
302,0.0011474391,35
832,0.0011445925,36
280,0.0011109167,37
96,0.0011019494,38
1590,0.0010895205,39
1681,0.0010598721,40
2120,0.0010461285,41
2711,0.0010395747,42
1686,0.001039339,43
2666,0.0010383782,44
2660,0.0010331868,45
1591,0.0010298009,46
1562,0.0010284531,47
532,0.001027308,48
2121,0.0010126724,49
1063,0.0009828564,50
1685,0.0009814581,51
2686,0.0009806346,52
831,0.00097509305,53
2640,0.000960912,54
1011,0.00090832595,55
2092,0.0009081308,56
2,0.0009022046,57
1683,0.00090194424,58
2425,0.00088380504,59
531,0.00088359,60
93,0.00086996047,61
1878,0.0008620703,62
481,0.0008511999,63
2077,0.0008474245,64
1025,0.00083890255,65
2657,0.0008205153,66
81,0.0008191492,67
2186,0.0008134776,68
944,0.00080095645,69
393,0.000797306,70
2111,0.000786469,71
1892,0.0007862828,72
475,0.0007855584,73
2080,0.0007738337,74
2663,0.00076972216,75
618,0.00076289166,76
1677,0.00076264556,77
2420,0.00075923296,78
502,0.00075572747,79
2622,0.0007541483,80
360,0.00073491485,81
2071,0.00072544604,82
605,0.0007253964,83
2625,0.00072437845,84
705,0.00072014803,85
175,0.0007135998,86
505,0.00070672366,87
2122,0.0007027888,88
1551,0.0006964308,89
2662,0.0006940741,90
1891,0.0006858025,91
626,0.0006834569,92
2511,0.00068264507,93
2217,0.0006821165,94
436,0.00068040827,95
1874,0.0006726831,96
1435,0.00067127874,97
2074,0.0006693786,98
2385,0.0006655611,99
1879,0.0006597439,100
543,0.000659705,101
1550,0.0006574158,102
1575,0.0006456635,103
2655,0.0006426172,104
398,0.0006389337,105
84,0.00062503363,106
530,0.00062092993,107
834,0.0006205884,108
2651,0.00061914773,109
1555,0.0006178204,110
281,0.0006149972,111
2105,0.00061411166,112
1579,0.00061396084,113
1952,0.0006072769,114
2393,0.00060720596,115
2659,0.0006066373,116
1141,0.0005991668,117
2391,0.00059722643,118
2668,0.00059474964,119
606,0.0005927531,120
2123,0.00058548397,121
256,0.00058526354,122
1350,0.0005801644,123
2190,0.00057944783,124
2652,0.0005760261,125
1060,0.000575494,126
2661,0.00057162065,127
1895,0.00057112303,128
923,0.00057035184,129
236,0.00056849484,130
1679,0.0005667854,131
1453,0.0005658136,132
814,0.0005630641,133
357,0.0005616983,134
833,0.00055808376,135
2682,0.00055797445,136
2410,0.0005564518,137
270,0.00055443094,138
2085,0.000554091,139
1678,0.00055346056,140
2674,0.0005510685,141
2493,0.00054977403,142
2641,0.0005479725,143
1062,0.0005439208,144
303,0.000543316,145
2626,0.0005425966,146
2110,0.00054221734,147
2422,0.00054136757,148
2392,0.0005385615,149
361,0.0005364833,150
2707,0.0005354417,151
0,0.0005341344,152
2513,0.00053318776,153
520,0.0005301025,154
44,0.0005290818,155
523,0.00052839646,156
1436,0.0005275713,157
1687,0.0005267072,158
805,0.0005265771,159
1603,0.00052300084,160
14,0.00052270945,161
1153,0.0005222741,162
2321,0.00052074663,163
1580,0.000518786,164
1335,0.0005165098,165
301,0.00051536656,166
612,0.00051443547,167
2094,0.0005123194,168
2730,0.00051147165,169
1854,0.0005098139,170
891,0.00050819194,171
843,0.0005052779,172
2635,0.00050512527,173
1880,0.000504607,174
2673,0.0004984594,175
2715,0.0004983547,176
594,0.0004980843,177
2572,0.0004978964,178
1544,0.0004969411,179
2483,0.0004933093,180
1157,0.0004926186,181
2188,0.000491106,182
2624,0.00048941694,183
2218,0.0004871645,184
602,0.00048711128,185
1122,0.00048694137,186
933,0.0004865603,187
2488,0.00048640187,188
1032,0.0004853539,189
1765,0.00048382088,190
396,0.00048130524,191
2604,0.00047935292,192
2402,0.00047773382,193
2658,0.0004768096,194
71,0.00047359467,195
1746,0.00047339813,196
2611,0.00047319935,197
2434,0.00047146273,198
928,0.00047057754,199
