feature_index,gain_importance,rank
2672,0.15043458,1
2207,0.017249765,2
2211,0.01297181,3
2204,0.01084106,4
1674,0.009548025,5
2210,0.008813663,6
1677,0.00788952,7
2208,0.007387905,8
2665,0.0072173416,9
2650,0.006122467,10
2216,0.0049506486,11
1680,0.004021532,12
84,0.003946152,13
2671,0.0035552338,14
1144,0.0033654291,15
2702,0.0028066845,16
96,0.0025935106,17
2213,0.002591119,18
2209,0.0025128673,19
91,0.0022914705,20
2215,0.0020946553,21
620,0.0020855549,22
2110,0.0019856738,23
1681,0.0019405443,24
1062,0.0018724229,25
896,0.0015350083,26
614,0.0014342987,27
1592,0.0013712362,28
2082,0.0013690359,29
2122,0.0013376824,30
1591,0.0012391547,31
482,0.0012320394,32
1063,0.0012098878,33
2670,0.0011914624,34
1593,0.0011890302,35
2201,0.0011877284,36
3,0.0011830895,37
1,0.0011417322,38
481,0.0011208525,39
302,0.0011165105,40
811,0.0011108301,41
531,0.0010896926,42
532,0.0010833188,43
301,0.0010749741,44
2080,0.0010566098,45
1683,0.0010087846,46
2652,0.0009989345,47
1685,0.0009503066,48
1562,0.000949718,49
1590,0.0009460967,50
2186,0.00092070876,51
2686,0.000913679,52
2660,0.0008996688,53
2675,0.00089584856,54
2615,0.0008932483,55
502,0.00089151284,56
2492,0.00088874035,57
1360,0.0008832623,58
1880,0.0008591223,59
2612,0.00085417135,60
2641,0.00085364626,61
1871,0.00084155356,62
281,0.00082592404,63
2410,0.0008246776,64
1361,0.0008235902,65
2606,0.0008184671,66
1011,0.0008125124,67
2605,0.00080670754,68
832,0.0007857374,69
2640,0.00076646946,70
626,0.0007639067,71
1061,0.00076376856,72
300,0.0007510999,73
1156,0.00074713014,74
2673,0.0007454773,75
2111,0.0007389533,76
2711,0.00073437026,77
619,0.0007251803,78
1580,0.00072011544,79
2610,0.00071847276,80
476,0.00071840273,81
1153,0.0007138086,82
2401,0.0007033891,83
1025,0.0007021702,84
1895,0.00069270656,85
2625,0.0006867802,86
2661,0.00067606533,87
236,0.0006646701,88
55,0.0006632062,89
469,0.00066204375,90
1550,0.00066193315,91
2105,0.0006559597,92
533,0.0006532065,93
1135,0.00065264484,94
523,0.00065222464,95
2486,0.0006508463,96
398,0.0006495583,97
1060,0.00064894574,98
81,0.0006477702,99
2662,0.0006417376,100
2621,0.0006405229,101
2668,0.0006404477,102
2651,0.0006393589,103
1012,0.0006371119,104
2092,0.0006296094,105
1148,0.00062554365,106
1032,0.00062440976,107
1015,0.0006228862,108
280,0.0006226222,109
505,0.00061607786,110
2081,0.000616026,111
69,0.00061537535,112
2,0.0006153464,113
830,0.0006152328,114
140,0.0006141924,115
80,0.00061355165,116
2634,0.000609037,117
2123,0.00060639216,118
2218,0.00060627656,119
2588,0.0006059533,120
1551,0.0006044463,121
625,0.00060201436,122
2655,0.0006016277,123
618,0.00059955457,124
2613,0.00059822545,125
2286,0.00059243094,126
2494,0.0005904863,127
1362,0.00058986346,128
2677,0.000588728,129
2071,0.00058826973,130
2383,0.0005874103,131
2422,0.0005863065,132
2077,0.0005862319,133
530,0.00058512436,134
2496,0.0005820315,135
2639,0.0005794595,136
2622,0.00057674694,137
2074,0.00057608134,138
2663,0.0005750846,139
384,0.00057016645,140
1686,0.00056933606,141
1048,0.00056713313,142
1583,0.0005668036,143
2217,0.0005661838,144
2635,0.0005652203,145
2666,0.0005649396,146
303,0.00056326657,147
833,0.0005629319,148
2483,0.0005626737,149
587,0.0005613979,150
1141,0.0005595449,151
1234,0.00055694045,152
1544,0.00055237935,153
1474,0.00055003527,154
1575,0.00054969726,155
607,0.0005487976,156
1342,0.0005476569,157
2120,0.0005461189,158
169,0.0005441952,159
1663,0.0005441795,160
2214,0.0005437853,161
2062,0.0005406739,162
601,0.00053900835,163
1874,0.0005378766,164
1045,0.0005357523,165
2624,0.00053565507,166
1679,0.00053374685,167
902,0.00053323933,168
2601,0.00053111924,169
1671,0.0005296779,170
2482,0.0005273044,171
2379,0.0005259149,172
1758,0.00052267325,173
1073,0.0005214142,174
1350,0.0005160039,175
1330,0.0005156926,176
998,0.0005135307,177
345,0.0005128244,178
2289,0.0005114595,179
2138,0.000510947,180
2594,0.0005105576,181
1146,0.0005098817,182
1531,0.00050931174,183
1134,0.000509263,184
1965,0.0005088266,185
2674,0.0005083834,186
2658,0.0005063444,187
1329,0.00050577015,188
357,0.0005056325,189
839,0.0005044817,190
70,0.00050363666,191
1157,0.00050181756,192
1875,0.0005017585,193
2664,0.0005000987,194
2722,0.00050008076,195
806,0.00049976434,196
2085,0.0004994312,197
1891,0.00049731345,198
2425,0.0004971011,199
1892,0.0004969018,200
2518,0.0004954271,201
2669,0.000494852,202
2404,0.000493984,203
2121,0.0004923988,204
88,0.0004905227,205
1687,0.00048928807,206
513,0.0004892067,207
1020,0.00048806128,208
704,0.00048645693,209
2294,0.0004854053,210
622,0.00048277242,211
2291,0.00048116854,212
2541,0.0004799201,213
700,0.00047899364,214
2646,0.00047532705,215
2500,0.00047485612,216
2200,0.00047423138,217
2710,0.00047391863,218
473,0.00046971027,219
1429,0.00046969266,220
1155,0.00046684963,221
1676,0.0004667529,222
98,0.00046622223,223
559,0.00046573216,224
2623,0.00046563736,225
670,0.00046545995,226
611,0.0004612491,227
1128,0.00046119554,228
2659,0.0004607061,229
565,0.00046062464,230
360,0.00045951345,231
2626,0.00045800823,232
2421,0.00045718314,233
604,0.00045632286,234
2488,0.0004558749,235
1435,0.0004553312,236
1688,0.0004539978,237
174,0.00045246314,238
60,0.00045182594,239
631,0.0004492424,240
362,0.00044867172,241
93,0.000447656,242
2633,0.00044622293,243
705,0.00044607683,244
1150,0.0004449187,245
95,0.00044420993,246
1363,0.00044384066,247
180,0.00044337512,248
2181,0.0004430616,249
1054,0.00044271038,250
2388,0.00044201687,251
402,0.00044197607,252
544,0.0004397323,253
1606,0.00043963452,254
1138,0.00043922456,255
1764,0.00043858532,256
1014,0.00043826958,257
1143,0.0004381691,258
2657,0.00043752848,259
2691,0.0004372742,260
493,0.00043488052,261
2290,0.00043464435,262
2091,0.00043422842,263
2175,0.00043369332,264
1595,0.0004323653,265
2139,0.00043212873,266
2696,0.0004317337,267
1548,0.00043166912,268
1726,0.00043087522,269
1180,0.00042857314,270
1458,0.00042836624,271
