feature_index,gain_importance,rank
2672,0.17507261,1
2204,0.014868955,2
1674,0.012313472,3
1680,0.010884401,4
2665,0.010294048,5
2210,0.008368941,6
2211,0.0075342846,7
2207,0.0073645995,8
84,0.0060194596,9
2650,0.0058598784,10
2671,0.00582513,11
2612,0.005109862,12
1144,0.003986905,13
2216,0.0033610705,14
2213,0.0026833704,15
1681,0.0021306672,16
91,0.0020916478,17
2082,0.0017738196,18
2670,0.0015763536,19
2615,0.0015718028,20
2085,0.0015569594,21
1683,0.0015233611,22
505,0.0014560766,23
920,0.0014210086,24
2675,0.0013837082,25
815,0.0013743473,26
96,0.0013440143,27
531,0.0012167048,28
1562,0.0012010373,29
2123,0.0011883194,30
276,0.0011583851,31
1593,0.0011413206,32
2,0.0011287376,33
1151,0.0010745695,34
95,0.0010586487,35
1891,0.0010585834,36
2481,0.0010370475,37
2338,0.0010298743,38
2078,0.001024786,39
2209,0.0010221737,40
1550,0.0010205477,41
2605,0.0009993371,42
2092,0.0009938733,43
1153,0.000989738,44
2215,0.0009748479,45
2212,0.00093958736,46
1686,0.0009121948,47
533,0.0009047192,48
2660,0.00090446835,49
490,0.0009044338,50
618,0.0009017031,51
621,0.00088780856,52
2080,0.00087725656,53
1591,0.000868245,54
300,0.00086394016,55
2122,0.0008548806,56
1671,0.0008548238,57
88,0.000826693,58
1063,0.00082637055,59
2622,0.0008123978,60
1575,0.00080432737,61
503,0.0008025411,62
626,0.00079174084,63
908,0.0007885174,64
2217,0.0007824939,65
1874,0.0007812236,66
1988,0.0007725605,67
302,0.0007688434,68
1150,0.0007580058,69
2611,0.00075116864,70
619,0.00074585975,71
3,0.000733783,72
2625,0.0007337313,73
2651,0.0007266563,74
280,0.0007237587,75
2486,0.00072131783,76
1020,0.0007208432,77
2120,0.0007152661,78
398,0.0007144291,79
2488,0.0007047447,80
2623,0.000700794,81
2071,0.0006985586,82
393,0.0006807916,83
1545,0.000675502,84
303,0.0006732216,85
2105,0.0006730401,86
830,0.00067152677,87
2624,0.00066900783,88
2700,0.00066764286,89
951,0.0006656549,90
2662,0.0006654096,91
2186,0.0006652901,92
1073,0.000659682,93
1062,0.0006591645,94
2686,0.0006589914,95
2589,0.000656988,96
2711,0.00065475993,97
1360,0.0006510823,98
2421,0.00065021997,99
970,0.00064786855,100
2657,0.0006463663,101
2593,0.0006459558,102
2677,0.0006407945,103
236,0.00063626113,104
2534,0.0006247947,105
502,0.0006246959,106
2661,0.00062434835,107
2641,0.000608049,108
1551,0.00060744415,109
1656,0.00060609315,110
600,0.0006054637,111
2121,0.0006040994,112
2508,0.000602881,113
2181,0.0005998732,114
925,0.0005973529,115
2682,0.00058943656,116
2655,0.000586303,117
1966,0.0005838618,118
2410,0.0005835924,119
372,0.0005813853,120
1473,0.00057992263,121
1679,0.0005794997,122
2640,0.0005744147,123
2425,0.00057327515,124
513,0.00057193876,125
2081,0.00057169877,126
2607,0.0005678839,127
1878,0.0005677121,128
482,0.00056663615,129
679,0.00056487205,130
2131,0.00056377734,131
1011,0.00056214316,132
390,0.0005619158,133
2110,0.00056133216,134
55,0.0005604779,135
1032,0.0005575837,136
2668,0.0005559617,137
1956,0.00055374124,138
2600,0.0005506641,139
2516,0.0005489915,140
833,0.0005481463,141
2701,0.0005459266,142
355,0.0005454061,143
2656,0.00054496736,144
1964,0.0005444952,145
2175,0.00054277387,146
831,0.0005422372,147
1959,0.00054044335,148
2187,0.00053929567,149
806,0.00053886714,150
2666,0.00053882075,151
360,0.00053532474,152
1152,0.00053020637,153
2195,0.00052875874,154
2286,0.00052809884,155
2721,0.0005271845,156
623,0.0005270206,157
2517,0.0005268944,158
481,0.00052669225,159
2192,0.0005262411,160
893,0.00052482035,161
1234,0.000524264,162
2635,0.00052353303,163
1712,0.00052284735,164
1439,0.0005220893,165
1015,0.00052205514,166
2492,0.0005215123,167
906,0.00052145985,168
2676,0.00052075525,169
172,0.00051910436,170
1573,0.00051729655,171
2495,0.000517274,172
97,0.0005139239,173
2311,0.0005134952,174
378,0.0005127832,175
2180,0.0005105435,176
1687,0.0005100454,177
1363,0.00050767517,178
1530,0.000507288,179
1135,0.00050535763,180
799,0.00050491723,181
1522,0.0005043633,182
541,0.00050072116,183
1375,0.0004997544,184
2065,0.000495452,185
385,0.0004926084,186
2074,0.0004917462,187
2674,0.0004908105,188
1590,0.00049050443,189
1599,0.0004897737,190
2652,0.00048702414,191
1546,0.00048607576,192
839,0.000485356,193
2480,0.00048483605,194
2504,0.00048452063,195
2422,0.00048426827,196
457,0.00048422595,197
444,0.00047951832,198
2208,0.00047929198,199
1157,0.00047867242,200
1667,0.00047829482,201
2405,0.0004760771,202
510,0.00047574166,203
2290,0.00047555013,204
501,0.0004754799,205
1365,0.00047522094,206
2673,0.00047452695,207
1678,0.0004729044,208
2659,0.00047174457,209
1726,0.0004679691,210
1592,0.00046661263,211
60,0.000465084,212
1582,0.00046317844,213
1685,0.0004626577,214
1456,0.00046187296,215
2653,0.00045878583,216
1666,0.0004567298,217
1594,0.00045597283,218
1229,0.00045466883,219
2294,0.00045401842,220
2667,0.00045393594,221
2505,0.00045371617,222
1427,0.00045366836,223
1304,0.00045343288,224
2496,0.0004530914,225
2183,0.0004521281,226
1516,0.00045176852,227
2507,0.00045021845,228
2094,0.00044964408,229
928,0.000447586,230
520,0.00044716155,231
1453,0.0004465853,232
2324,0.00044576684,233
591,0.00044553334,234
2503,0.00044430388,235
1763,0.00044411802,236
1034,0.00044240215,237
1071,0.00044217744,238
592,0.00044217613,239
2077,0.00044125292,240
2610,0.00044028886,241
277,0.0004390708,242
820,0.00043866783,243
301,0.00043721203,244
2637,0.00043693886,245
2702,0.00043609767,246
120,0.00043607916,247
485,0.00043568932,248
2384,0.00043433893,249
361,0.00043306165,250
1858,0.00043287792,251
