feature_index,importance
2672,0.17487587
2211,0.013811335
2204,0.012986671
2671,0.012250433
2665,0.0112188645
2210,0.009605966
1674,0.009036287
1680,0.005643597
2650,0.005445298
1144,0.0045150956
2213,0.0043794303
2207,0.003773438
84,0.0032472855
2615,0.0023701857
1681,0.0023184035
91,0.0022202695
1151,0.0020115692
531,0.0019517796
81,0.0017171092
490,0.0017015808
1550,0.0016726985
2201,0.0016240409
2612,0.0013513308
1545,0.0013472375
2670,0.0013345473
1149,0.0013104046
2215,0.0013022616
2216,0.0012966945
1591,0.0012729488
1,0.0011973558
2622,0.0011880341
1020,0.0011417574
620,0.0011409335
2080,0.0011250897
2666,0.0011216596
96,0.0010921871
530,0.0010602246
2121,0.0010502415
1683,0.0010484491
1150,0.0010448343
1011,0.0010401788
2078,0.001010113
2686,0.0010015112
505,0.0009967167
1360,0.0009702253
2660,0.00096653344
481,0.0009651911
1580,0.0009540428
2110,0.0009532402
3,0.0009457573
2640,0.0009259661
2075,0.0009231223
2421,0.0009214585
2209,0.0009149327
2675,0.0009084978
2625,0.0008982958
1865,0.000891141
611,0.0008750275
413,0.0008743592
1060,0.00086620316
1153,0.0008652167
300,0.00086234097
623,0.00085545215
276,0.0008521962
2120,0.000846692
1684,0.00082684297
2105,0.0008257995
1562,0.000822267
2511,0.00082224165
1015,0.00081903924
1671,0.0008158885
2836,0.0008044923
1032,0.00079760764
1215,0.00079759036
2295,0.0007971991
1677,0.0007937597
1480,0.0007859675
1877,0.0007843167
1335,0.000771097
281,0.00077069947
2611,0.0007683226
1685,0.0007642493
1965,0.000755311
2592,0.0007482163
2393,0.00074716704
2186,0.0007409931
2711,0.00074098015
2641,0.0007401205
811,0.0007365385
2,0.0007329948
833,0.0007327804
493,0.00072949904
1551,0.00071169616
803,0.0007042834
603,0.00070386095
2092,0.00070198387
2482,0.0007016987
1952,0.0006986994
2071,0.00066732767
1575,0.00066590676
2081,0.00066484924
93,0.00066343736
114,0.00066072686
2486,0.00065819273
301,0.0006578292
520,0.0006555999
1686,0.0006455898
1005,0.0006442309
1979,0.00064077496
532,0.000639289
2383,0.00063588104
1010,0.0006298041
271,0.00062437536
928,0.00062325265
391,0.00062240975
0,0.0006209538
1892,0.00060851424
2624,0.0006037889
1891,0.000602317
2042,0.0006013446
2106,0.00060132885
2655,0.0006006188
2294,0.0006005189
2495,0.00059153687
1595,0.0005904174
175,0.00058920175
2721,0.00058744237
61,0.0005857115
2605,0.00058542314
2662,0.0005841842
2425,0.00057683315
2674,0.0005740136
2707,0.0005653079
2077,0.0005648001
