feature_index,importance
2672,0.1591189
2207,0.018528959
2204,0.0145989
2210,0.013264504
1674,0.009978528
2211,0.009647801
2665,0.007038916
2650,0.0064145126
2612,0.005966783
1680,0.0057295184
1144,0.0054737893
84,0.004817874
2671,0.004492916
1677,0.0041884095
2082,0.004038236
2216,0.0031388123
2208,0.0030313316
91,0.0024340902
2213,0.0023400418
620,0.0021780282
531,0.0018196661
1671,0.0016833321
2201,0.0015499623
2080,0.0015389832
621,0.0014831383
505,0.0014615438
2085,0.0014354228
1683,0.0013770123
1550,0.0013702442
2615,0.001286866
96,0.001264019
1681,0.0012459563
1020,0.0011999619
1545,0.0011894194
2652,0.0011494422
2123,0.0011287056
2079,0.0011181693
2215,0.0011009615
2670,0.0010970079
2622,0.0010808981
2605,0.0010721337
2209,0.001057298
88,0.0010466853
2609,0.0010387094
1891,0.0010297803
1555,0.0010070652
300,0.0010052634
95,0.0010003181
396,0.0009717885
302,0.00094332214
93,0.0009128199
1551,0.00089898985
2110,0.00089743925
1150,0.00088907557
1593,0.0008868341
2625,0.00086291775
2607,0.000852152
393,0.00082755607
1025,0.00082187826
2702,0.00082088064
2186,0.00081385754
2092,0.0008079947
2486,0.00079792296
2075,0.00079333753
2611,0.00079058524
1562,0.00078798714
2338,0.0007842101
1063,0.0007816229
2081,0.0007801802
1981,0.0007797
2286,0.00077615277
1014,0.0007636223
923,0.00075846136
2120,0.0007516737
2105,0.0007516566
2556,0.00073713914
2660,0.00073545024
2662,0.0007335417
1153,0.00072680565
2686,0.00072352914
1141,0.0007216437
3,0.00071836583
481,0.0007116164
1875,0.0007058681
2540,0.00070482044
2122,0.0007016041
2655,0.0006910905
619,0.00068704685
1011,0.0006842079
1060,0.0006835643
2711,0.0006765613
2190,0.00067633245
1015,0.0006752432
2635,0.0006725897
2640,0.0006674948
2517,0.00066644285
535,0.00066644244
1360,0.0006640388
1679,0.0006532207
1686,0.00065275974
2675,0.00064868154
908,0.0006467636
2481,0.0006410032
2175,0.0006324003
2121,0.00063064136
700,0.0006280867
1563,0.0006280603
2566,0.0006233754
1601,0.00062293274
1966,0.0006206535
1871,0.00061675487
1151,0.00061495934
1575,0.0006131443
718,0.0006118815
1548,0.0006083452
2,0.00060808525
1676,0.0006074996
2425,0.0006044037
1594,0.00060137064
626,0.00060076354
2673,0.0006001615
1950,0.0005975969
1865,0.0005966707
2651,0.0005957337
2048,0.00059539237
1592,0.0005932905
2613,0.00058487337
2624,0.0005806299
1071,0.00057672895
1032,0.0005735451
2610,0.0005732812
2516,0.0005684556
2212,0.0005674646
2836,0.00056697795
625,0.00055867725
2410,0.0005573278
77,0.0005560017
2488,0.0005551107
2661,0.0005549287
1544,0.00054667046
2131,0.0005458766
1664,0.00054295454
1600,0.00054234336
361,0.000538752
928,0.00053799147
2668,0.00053687923
1895,0.00053556456
1234,0.0005352752
1277,0.00053521706
1006,0.0005323707
926,0.00053041754
1062,0.0005281437
1021,0.00052805303
1157,0.00052765454
1034,0.0005270275
1127,0.0005214427
1693,0.00052020414
532,0.00051912776
1541,0.00051887374
2025,0.00051884365
482,0.00051701954
303,0.0005169246
1591,0.00051692355
1137,0.0005163307
2666,0.0005147539
1,0.00051467895
1437,0.0005133497
1665,0.00051094085
515,0.00050979905
1128,0.0005067334
2197,0.00050231116
76,0.00050091714
1427,0.0004974526
835,0.0004962646
510,0.0004960527
2074,0.0004953925
2206,0.00049481366
301,0.0004947144
55,0.0004943798
679,0.0004941271
832,0.0004933895
599,0.00049324345
839,0.00049243274
1192,0.00049158203
97,0.0004905848
533,0.0004903527
1047,0.0004899602
2083,0.00048931566
1726,0.00048916717
1054,0.0004885194
398,0.00048603438
2641,0.00048541249
2676,0.00048323983
1363,0.00048100227
2623,0.00047807107
641,0.00047782366
173,0.00047706623
440,0.00047643666
2721,0.0004748991
172,0.00047260252
10,0.00047160653
1590,0.000471149
2674,0.00047084785
109,0.00047044316
2667,0.00047037008
606,0.00046957453
2058,0.00046928378
1233,0.00046915194
13,0.00046752504
890,0.00046639604
2495,0.0004648684
830,0.0004635976
485,0.00046334375
2128,0.00046203693
1667,0.0004618463
1542,0.00046119484
2656,0.00046106262
2493,0.0004609818
2200,0.0004597638
522,0.00045934165
2067,0.00045820832
1135,0.0004579248
2508,0.00045724973
2518,0.0004572421
2296,0.00045675485
2679,0.0004565928
1951,0.00045584692
639,0.0004539718
540,0.0004539691
623,0.00045324527
2181,0.00045313078
914,0.00045296704
236,0.00045176127
541,0.00045088958
2130,0.00045022828
893,0.00044925418
85,0.00044925214
1522,0.00044740533
2511,0.00044672025
863,0.00044660535
859,0.0004455367
60,0.00044450947
1229,0.00044414971
1236,0.0004432814
1045,0.00044299758
1517,0.0004428683
970,0.00044191224
770,0.00044171003
1952,0.00044054634
2496,0.00043872875
2094,0.0004383141
1764,0.00043804155
316,0.00043606784
2127,0.00043584354
1988,0.00043551027
920,0.00043377216
2295,0.00043348628
275,0.00043192564
2422,0.00043007522
310,0.0004297683
383,0.00042879255
1987,0.00042862288
2196,0.00042842227
471,0.0004283956
2129,0.00042815672
1866,0.00042766135
1564,0.00042742246
966,0.00042689
615,0.00042444558
2710,0.00042436447
2217,0.0004232298
1620,0.00042292775
1986,0.00042287415
1660,0.00042270563
2059,0.0004226417
1080,0.0004218873
2482,0.00042089747
1946,0.00041986894
2638,0.00041977188
2657,0.0004190763
270,0.00041896236
2637,0.00041805208
2066,0.00041775272
378,0.00041755056
2646,0.00041752815
2389,0.00041723636
899,0.00041696988
2138,0.00041692096
1596,0.00041340155
2483,0.0004132147
2107,0.00041255378
2231,0.00041085793
2513,0.00041082158
992,0.00041079146
1375,0.00041027344
2572,0.00040952687
1340,0.00040903856
831,0.00040834444
489,0.00040818218
454,0.00040746634
2490,0.00040694713
1420,0.00040690298
862,0.0004064835
1662,0.0004058369
1653,0.00040576875
22,0.00040572783
518,0.00040559357
1429,0.0004054379
1031,0.00040503827
1576,0.00040491414
391,0.00040451286
58,0.00040384027
1449,0.0004028351
1685,0.00040261762
2307,0.00040182404
2601,0.00040177102
2168,0.00040109688
149,0.00040097674
2659,0.00040066976
2500,0.00039903776
590,0.00039874285
1428,0.00039789255
2701,0.00039679263
420,0.00039674286
921,0.00039660212
2682,0.0003964916
362,0.0003964898
1892,0.000396279
2771,0.00039556331
1765,0.0003948494
1064,0.0003946449
2070,0.00039413152
1964,0.00039388586
2401,0.00039315966
2405,0.00039308617
169,0.0003925942
48,0.00039220566
1351,0.00039152591
360,0.00039119643
2300,0.00039063953
2503,0.00038914627
1209,0.0003888879
2680,0.00038880087
1689,0.0003886863
2654,0.00038776343
2833,0.00038664
490,0.00038617846
2507,0.00038527756
2287,0.00038512718
1448,0.00038486833
436,0.00038421445
2636,0.00038408212
805,0.00038390158
1274,0.00038376523
375,0.0003834103
1879,0.0003833046
2669,0.00038273138
2205,0.00038270268
281,0.00038243242
2626,0.0003823691
833,0.00038171763
1455,0.0003815678
1361,0.00038123943
2772,0.00038050822
1759,0.00038028584
2492,0.00038027894
1953,0.00038009475
2276,0.00037980828
100,0.0003795703
2177,0.00037912242
1847,0.00037902803
2555,0.000379026
2073,0.00037862398
2195,0.0003786019
2394,0.00037797668
1147,0.00037774685
1965,0.00037758387
1763,0.00037740357
2375,0.000377278
1610,0.00037692545
2653,0.00037606363
2700,0.00037559532
907,0.00037534896
647,0.000374887
2282,0.0003748128
1599,0.00037468577
435,0.00037452078
2494,0.00037427217
474,0.00037410815
213,0.00037384598
1967,0.00037366233
399,0.00037347182
528,0.0003730259
949,0.00037278672
1678,0.00037258762
1580,0.00037252827
2691,0.00037217682
1453,0.00037208843
1130,0.00037200682
5,0.0003719842
366,0.00037144317
613,0.00037094075
469,0.0003693305
1699,0.00036875645
2429,0.00036872947
2633,0.00036843965
1350,0.00036795167
271,0.00036787972
998,0.00036725847
114,0.00036671257
1061,0.0003661907
384,0.00036588055
2026,0.00036580945
1977,0.00036467146
1528,0.0003646681
90,0.00036450912
2578,0.00036438563
523,0.00036394323
1133,0.0003630571
1070,0.00036272086
313,0.0003618493
2333,0.00036125715
2430,0.00036053977
2830,0.0003604856
2415,0.00036026613
2677,0.00035995053
942,0.00035960897
2111,0.00035923408
2311,0.00035903265
1371,0.00035899488
377,0.0003589047
2510,0.00035833823
604,0.00035831056
181,0.00035808116
54,0.00035805008
846,0.00035781495
62,0.00035774396
162,0.00035773235
2408,0.00035773029
2602,0.0003572567
502,0.00035697845
2592,0.00035695752
2600,0.0003565166
98,0.00035506496
1458,0.00035465375
692,0.00035453026
1864,0.00035426367
2827,0.0003542107
884,0.00035379018
257,0.00035361492
2763,0.00035343846
256,0.00035335385
388,0.00035231587
1435,0.0003522456
1440,0.00035199957
70,0.0003517786
583,0.0003515149
274,0.00035129584
693,0.00035116327
458,0.000350928
2664,0.0003506707
61,0.00035064077
2378,0.00035053008
1536,0.00035045706
1436,0.00035029207
1123,0.0003496759
1121,0.0003489652
1534,0.00034894698
2219,0.0003488601
1616,0.00034865062
2202,0.000348292
2227,0.0003480552
468,0.00034795454
2835,0.00034775608
1907,0.0003476085
2392,0.00034742465
762,0.0003469721
2238,0.00034683212
2293,0.00034658832
75,0.00034582376
1401,0.00034534067
1040,0.00034529655
8,0.00034367773
163,0.00034366394
1561,0.00034306018
1076,0.0003428005
2497,0.000342479
1161,0.00034247444
357,0.0003423982
390,0.00034231102
2588,0.00034211267
1661,0.0003418425
591,0.0003417617
712,0.00034160883
1092,0.00034160362
101,0.0003415819
534,0.0003414551
38,0.0003414267
530,0.00034140193
477,0.00034053886
2188,0.0003404017
871,0.00033970727
2658,0.00033964685
1325,0.00033942622
71,0.0003383758
2478,0.00033824507
1326,0.00033804026
30,0.0003377624
650,0.0003374628
801,0.00033746217
456,0.00033728444
536,0.0003372536
1324,0.00033723886
903,0.0003367997
1547,0.00033664997
2352,0.00033639275
368,0.00033567284
220,0.00033544318
501,0.0003354237
1155,0.00033521725
1370,0.0003349196
2412,0.0003344724
0,0.0003343286
905,0.000333909
1983,0.00033383365
526,0.00033366398
685,0.00033297087
1116,0.0003329655
584,0.0003328416
1329,0.00033274372
455,0.0003326918
89,0.00033232174
1577,0.00033199912
2423,0.00033182677
651,0.0003317484
1345,0.00033159755
2277,0.00033147016
2133,0.0003314272
2582,0.00033142057
702,0.0003310705
32,0.0003310062
240,0.00033044323
2071,0.000330198
704,0.0003300631
2194,0.00032995018
2761,0.00032990644
112,0.00032984826
1232,0.000329176
2552,0.00032912553
2767,0.00032904057
2132,0.00032900873
1422,0.00032892963
1090,0.00032874875
1156,0.00032848638
92,0.00032841065
414,0.00032837814
644,0.0003282779
2312,0.00032816635
1356,0.0003279127
2257,0.00032789714
707,0.00032784222
1877,0.0003266391
1533,0.00032660534
669,0.00032652335
175,0.00032651305
1698,0.00032635208
463,0.00032631546
2504,0.00032598394
2438,0.00032593356
2174,0.00032590027
1052,0.0003258776
1873,0.0003254051
1136,0.0003251832
633,0.0003241578
709,0.0003240896
1748,0.00032383122
902,0.00032356256
985,0.0003232319
2663,0.00032263494
567,0.0003224675
585,0.0003221235
699,0.00032203476
1880,0.00032175003
1920,0.00032131915
544,0.00032123725
1974,0.00032091874
840,0.00032046114
1073,0.0003204024
2106,0.00032031848
612,0.00032002764
500,0.00031990436
696,0.00031978395
2142,0.00031976934
513,0.00031972126
1362,0.00031950045
1048,0.00031948544
607,0.0003193128
744,0.00031912272
891,0.0003190275
376,0.00031841302
1904,0.00031835804
750,0.00031830624
2390,0.00031824043
1421,0.0003176925
2725,0.00031764645
622,0.00031732576
788,0.00031704357
2109,0.00031696656
2093,0.00031662863
542,0.0003164989
1730,0.00031593384
2752,0.00031586588
1248,0.0003156136
701,0.00031559393
1231,0.00031550042
251,0.0003140649
1656,0.0003135985
2832,0.00031346883
1154,0.00031318687
1794,0.00031315017
1970,0.00031310713
1898,0.0003128165
661,0.00031236745
308,0.00031223724
108,0.00031220398
2740,0.00031186166
1451,0.0003117929
2760,0.0003111223
1948,0.000310978
1968,0.00031084096
1535,0.00031083098
115,0.00031061893
1216,0.00031032992
184,0.00031009663
843,0.00030993775
2717,0.00030963204
484,0.00030923053
1149,0.0003091742
2421,0.0003091658
1336,0.00030897523
298,0.00030880637
1445,0.00030876452
1690,0.00030836934
1586,0.00030821995
2705,0.0003081916
14,0.00030809446
1132,0.0003080002
1961,0.00030778797
2221,0.0003076537
2603,0.00030751733
1979,0.00030705208
1172,0.00030681991
521,0.00030680312
381,0.0003067005
1083,0.0003062644
1855,0.00030616435
269,0.00030594447
614,0.00030576639
892,0.00030558617
1913,0.00030550896
1423,0.00030537575
736,0.0003052613
697,0.00030525558
1333,0.00030515017
1810,0.00030514714
2203,0.00030501917
504,0.0003045833
2722,0.00030403168
294,0.00030388855
1572,0.0003037381
2233,0.00030364987
1956,0.0003035398
2179,0.00030327315
2173,0.00030310274
2435,0.00030291808
1565,0.00030266016
304,0.00030236627
631,0.0003023574
2440,0.00030189462
2091,0.0003018251
1985,0.0003016265
2433,0.00030139842
2108,0.0003003286
2568,0.00029976832
1585,0.0002996903
2687,0.00029966055
2853,0.00029957056
56,0.000299463
2230,0.00029901767
2292,0.00029882631
978,0.00029833315
2692,0.00029831837
260,0.0002982049
1416,0.00029797517
389,0.0002979743
1613,0.00029788152
1823,0.00029786245
2698,0.0002978232
2512,0.00029772258
2457,0.0002976797
524,0.00029719356
2189,0.00029717485
314,0.0002967541
2501,0.00029667284
1598,0.00029665217
894,0.00029599012
1758,0.0002959329
1795,0.00029592865
2137,0.0002958549
849,0.00029554244
2396,0.0002953047
546,0.0002949073
1890,0.00029487145
2454,0.00029477826
1731,0.00029464185
906,0.00029457995
320,0.00029457378
1767,0.00029454936
1190,0.0002945409
2781,0.0002944141
1649,0.00029439703
545,0.00029428134
20,0.00029419034
31,0.00029415364
156,0.0002939962
380,0.0002937899
917,0.0002936566
1441,0.00029352584
476,0.00029351443
901,0.0002933834
167,0.00029332624
2785,0.0002932057
1980,0.0002931703
605,0.00029315683
2397,0.0002929741
2730,0.0002928602
68,0.00029267865
1935,0.0002926472
511,0.0002925366
815,0.00029251634
2112,0.00029231448
2290,0.0002918562
860,0.00029181485
554,0.00029138007
238,0.0002913359
2736,0.00029112425
241,0.00029110216
273,0.00029108243
1746,0.0002909011
2837,0.0002906327
1822,0.0002905036
904,0.00029042916
355,0.00029032966
2851,0.00029021135
