day,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
2023-06-16,0.887239165329053,0.7801693719124911,0.830266616597822,2834.0,0.8846723435764532,0.9444664031620553,0.9135920474096731,5060.0,0.885482645046871,0.8859557544527531,0.8623178875372732,0.8719293320037476,7894.0,0.8855938501443361,0.885482645046871,0.883677647749072,7894.0
2023-06-17,0.9130962004850445,0.8079399141630901,0.8573055028462998,2796.0,0.9125122189638318,0.9630330123796423,0.9370921867157437,5816.0,0.9126799814212726,0.9128042097244382,0.8854864632713662,0.8971988447810217,8612.0,0.9127018163086195,0.9126799814212726,0.9111883817808893,8612.0
2023-06-18,0.8780114722753346,0.8379562043795621,0.857516339869281,2740.0,0.9259629814907454,0.9456743869209809,0.9357148875221164,5872.0,0.9114026939154668,0.90198722688304,0.8918152956502715,0.8966156136956986,8612.0,0.9107066954654057,0.9114026939154668,0.9108351823933695,8612.0
2023-06-19,0.9152882205513785,0.7047472018525666,0.7963366768425644,2591.0,0.8843886957835877,0.9719315728284338,0.9260959012501978,6021.0,0.8915466790524849,0.8998384581674831,0.8383393873405002,0.861216289046381,8612.0,0.8936851041293083,0.8915466790524849,0.8870566362199866,8612.0
2023-06-20,0.8982300884955752,0.7750556792873051,0.8321093082835184,3143.0,0.8801694915254237,0.9495337356006582,0.9135368106253848,5469.0,0.8858569437993498,0.8891997900104994,0.8622947074439817,0.8728230594544516,8612.0,0.8867608125051248,0.8858569437993498,0.8838193652165963,8612.0
2023-06-21,0.8758937691521961,0.8435809149040826,0.8594337258832373,2033.0,0.943365983971505,0.9561371841155235,0.9497086508292245,5540.0,0.9259210352568334,0.9096298765618505,0.8998590495098031,0.9045711883562308,7573.0,0.9252528170987128,0.9259210352568334,0.9254740116617622,7573.0
2023-06-22,0.6518415566365532,0.9591002044989775,0.7761688043028547,978.0,0.960822722820764,0.6619433198380567,0.783859368757491,1482.0,0.7800813008130081,0.8063321397286586,0.810521762168517,0.7800140865301728,2460.0,0.837983868947529,0.7800813008130081,0.780801900449916,2460.0
2023-06-23,0.935251798561151,0.7975460122699386,0.8609271523178808,2934.0,0.9027823240589198,0.9714688270517788,0.9358669833729216,5678.0,0.9122155132373433,0.9190170613100355,0.8845074196608587,0.8983970678454012,8612.0,0.9138442653257041,0.9122155132373433,0.9103359262067012,8612.0
2023-06-24,0.8976744186046511,0.8330013280212484,0.8641294988806613,3012.0,0.913529310641224,0.9489285714285715,0.9308925286852938,5600.0,0.9083836507199257,0.9056018646229376,0.8909649497249099,0.8975110137829776,8612.0,0.9079841486795244,0.9083836507199257,0.9075425233704362,8612.0
2023-06-25,0.9067164179104478,0.8168067226890756,0.8594164456233422,1190.0,0.9462524654832347,0.9746063991874048,0.9602201651238429,3938.0,0.9379875195007801,0.9264844416968412,0.8957065609382402,0.9098183053735925,5128.0,0.9370777586556964,0.9379875195007801,0.9368277263161995,5128.0
macro avg,0.8759243108001383,0.8155903553978339,0.8393610071447462,2425.1,0.9154458538315691,0.9287723412513105,0.9186579530291891,5047.6,0.8951557962763335,0.8956850823158538,0.8721813483245722,0.8790094800869677,7472.7,0.9011591137259961,0.8951557962763335,0.8937559301364928,7472.7
fold-weighted avg,0.8912153268289709,0.8041730237928333,0.8426856696805205,24251.0,0.9108826026004948,0.9494413186464855,0.9285767768578838,50476.0,0.9022976969502322,0.9015048174972095,0.8758706810503588,0.8854356265306195,74727.0,0.9045000219437679,0.9022976969502322,0.9007027120599094,74727.0
bootstrap final results,-,-,"0.8423 (0.8260, 0.8555)",-,-,-,"0.9292 (0.9171, 0.9390)",-,"0.9023 (0.8885, 0.9139)",-,-,-,-,-,-,"0.9010 (0.8873, 0.9127)",-
